API,excipient,label,prop
Dasatinib,Glycyrrhizic_acid,0,1
Dasatinib,L_Ascorbic_acid,1,0.414026095
Dasatinib,L_Leucine,1,0.30917987
Dasatinib,Lamivudine,1,0.289841566
Dasatinib,Meglumine,1,0.534482759
Dasatinib,Metformin hydrochloride,0,1
Dasatinib,Methylene_Blue_trihydrate,1,0.237185461
Dasatinib,Naproxen_sodium,0,1
Dasatinib,Nicotinic_acid,0,1
Dasatinib,Potassium_sorbate,0,1
Dasatinib,Procyanidin,0,1
Dasatinib,SAFFLOWER YELLOW,0,1
Dasatinib,Salidroside,1,0.266076421
Dasatinib,Sorbitol,1,0.310577819
Dasatinib,Sucrose,1,0.289375582
Dasatinib,Tannic_acid,0,0.95526561
Dasatinib,Tartrazine,0,1
Dasatinib,Taurine,1,0.256989748
Dasatinib,Triethyl_citrate,1,0.257688723
Dasatinib,Vanillin,1,0.29473439
Dasatinib,Xylitol,1,0.302889096
Emodin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Emodin,Alizarin_Red_S,0,1
Emodin,Allura Red AC,0,1
Emodin,Ampicillin,0,1
Emodin,Betaine,0,1
Emodin,BETANIN,0,1
Emodin,Brilliant_blue_G,1,0.341790194
Emodin,Caffeic acid,0,1
Emodin,Capecitabine,0,0.928164196
Emodin,Carmin,0,1
Emodin,Chlorogenic acid,0,1
Emodin,Citric_acid,0,1
Emodin,Congo_red,1,0.4327252
Emodin,D_glucose,0,0.772519954
Emodin,D(-)-Tartaric acid,0,1
Emodin,Dopamine hydrochloride,0,1
Emodin,EGCG,0,1
Emodin,Evans_Blue,0,1
Emodin,Gallic_acid,0,1
Emodin,Glutathione,0,1
Emodin,Glycerol,0,1
Emodin,Glycyrrhizic_acid,1,0.583238312
Emodin,L_Ascorbic_acid,0,1
Emodin,L_Leucine,0,1
Emodin,Lamivudine,0,1
Emodin,Meglumine,0,1
Emodin,Metformin hydrochloride,0,1
Emodin,Methylene_Blue_trihydrate,0,0.826396807
Emodin,Naproxen_sodium,0,1
Emodin,Nicotinic_acid,0,1
Emodin,Potassium_sorbate,0,1
Emodin,Procyanidin,1,0.389395667
Emodin,SAFFLOWER YELLOW,0,1
Emodin,Salidroside,1,0.706385405
Emodin,Sorbitol,0,1
Emodin,Sucrose,0,1
Emodin,Tannic_acid,0,1
Emodin,Tartrazine,0,1
Emodin,Taurine,0,1
Emodin,Triethyl_citrate,0,1
Emodin,Vanillin,0,1
Emodin,Xylitol,0,1
Erlotinib,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Erlotinib,Alizarin_Red_S,1,0.035059666
Erlotinib,Allura Red AC,0,1
Erlotinib,Ampicillin,0,1
Erlotinib,Betaine,0,1
Erlotinib,BETANIN,0,1
Erlotinib,Brilliant_blue_G,1,0.025131265
Erlotinib,Caffeic acid,1,0.214009547
Erlotinib,Capecitabine,0,1
Erlotinib,Carmin,0,1
Erlotinib,Chlorogenic acid,1,0.23725537
Erlotinib,Citric_acid,0,1
Erlotinib,Congo_red,0,1
Erlotinib,D_glucose,0,1
Erlotinib,D(-)-Tartaric acid,0,1
Erlotinib,Dopamine hydrochloride,0,1
Erlotinib,EGCG,1,0.084582339
Erlotinib,Evans_Blue,0,1
Erlotinib,Gallic_acid,1,0.219140811
Erlotinib,Glutathione,0,1
Erlotinib,Glycerol,0,1
Erlotinib,Glycyrrhizic_acid,1,0.027326969
Erlotinib,L_Ascorbic_acid,0,1
Erlotinib,L_Leucine,0,1
Erlotinib,Lamivudine,0,1
Erlotinib,Meglumine,0,1
Erlotinib,Metformin hydrochloride,0,1
Erlotinib,Methylene_Blue_trihydrate,0,1
Erlotinib,Naproxen_sodium,0,1
Erlotinib,Nicotinic_acid,0,1
Erlotinib,Potassium_sorbate,0,1
Erlotinib,Procyanidin,1,0.112649165
Erlotinib,SAFFLOWER YELLOW,0,1
Erlotinib,Salidroside,0,1
Erlotinib,Sorbitol,0,1
Erlotinib,Sucrose,0,1
Erlotinib,Tannic_acid,1,0.034009547
Erlotinib,Tartrazine,0,1
Erlotinib,Taurine,0,1
Erlotinib,Triethyl_citrate,0,1
Erlotinib,Vanillin,0,1
Erlotinib,Xylitol,0,1
Folic_acid,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Folic_acid,Alizarin_Red_S,1,0.509785893
Folic_acid,Allura Red AC,0,1
Folic_acid,Ampicillin,0,1
Folic_acid,Betaine,0,1
Folic_acid,BETANIN,1,0.089110732
Folic_acid,Brilliant_blue_G,0,1
Folic_acid,Caffeic acid,0,1
Folic_acid,Capecitabine,1,0.338631289
Folic_acid,Carmin,0,1
Folic_acid,Chlorogenic acid,0,1
Folic_acid,Citric_acid,0,1
Folic_acid,Congo_red,0,1
Folic_acid,D_glucose,1,0.063706817
Folic_acid,D(-)-Tartaric acid,0,1
Folic_acid,Dopamine hydrochloride,0,1
Folic_acid,EGCG,1,0.057034021
Folic_acid,Gallic_acid,1,0.055667936
Folic_acid,Glutathione,0,1
Folic_acid,Glycerol,0,1
Folic_acid,Glycyrrhizic_acid,0,1
Folic_acid,L_Ascorbic_acid,1,0.087836595
Folic_acid,L_Leucine,1,0.219887035
Folic_acid,Lamivudine,0,1
Folic_acid,Meglumine,0,1
Folic_acid,Metformin hydrochloride,0,1
Folic_acid,Methylene_Blue_trihydrate,0,1
Folic_acid,Naproxen_sodium,0,1
Folic_acid,Nicotinic_acid,1,0.06008144
Folic_acid,Potassium_sorbate,0,1
Folic_acid,Procyanidin,0,0.756075135
Folic_acid,SAFFLOWER YELLOW,0,1
Folic_acid,Salidroside,1,0.077945619
Folic_acid,Sorbitol,0,1
Folic_acid,Sucrose,0,1
Folic_acid,Tannic_acid,0,1
Folic_acid,Tartrazine,0,1
Folic_acid,Taurine,0,1
Folic_acid,Triethyl_citrate,0,1
Folic_acid,Vanillin,0,1
Folic_acid,Xylitol,0,1
Fenofibrate,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Fenofibrate,Alizarin_Red_S,1,0.582630691
Fenofibrate,Allura Red AC,0,1
Fenofibrate,Ampicillin,0,1
Fenofibrate,Betaine,0,0.800505902
Fenofibrate,BETANIN,1,0.390472175
Fenofibrate,Brilliant_blue_G,1,0.209106239
Fenofibrate,Caffeic acid,0,1
Fenofibrate,Capecitabine,1,0.578836425
Fenofibrate,Carmin,0,1
Fenofibrate,Chlorogenic acid,0,1
Fenofibrate,Citric_acid,0,1
Fenofibrate,Congo_red,1,0.546374368
Fenofibrate,D_glucose,1,0.527571669
Fenofibrate,D(-)-Tartaric acid,0,0.830860034
Fenofibrate,Dopamine hydrochloride,0,1
Fenofibrate,EGCG,0,1
Fenofibrate,Evans_Blue,1,0.384401349
Fenofibrate,Gallic_acid,0,1
Fenofibrate,Glutathione,0,1
Fenofibrate,Glycerol,0,1
Fenofibrate,Glycyrrhizic_acid,1,0.223187184
Fenofibrate,L_Ascorbic_acid,1,0.589544688
Fenofibrate,L_Leucine,0,0.750674536
Fenofibrate,Lamivudine,0,1
Fenofibrate,Meglumine,1,0.425463744
Fenofibrate,Metformin hydrochloride,0,1
Fenofibrate,Methylene_Blue_trihydrate,0,1
Fenofibrate,Naproxen_sodium,0,0.835581788
Fenofibrate,Nicotinic_acid,1,0.408937605
Fenofibrate,Potassium_sorbate,0,1
Fenofibrate,Procyanidin,1,0.596374368
Fenofibrate,SAFFLOWER YELLOW,0,1
Fenofibrate,Salidroside,1,0.43296796
Fenofibrate,Sorbitol,1,0.668718381
Fenofibrate,Sucrose,0,1
Fenofibrate,Tannic_acid,0,0.762394604
Fenofibrate,Tartrazine,0,1
Fenofibrate,Taurine,0,1
Fenofibrate,Triethyl_citrate,0,0.770573356
Fenofibrate,Vanillin,0,1
Fenofibrate,Xylitol,0,1
Gefitinib,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Gefitinib,Alizarin_Red_S,1,0.1273
Gefitinib,Allura Red AC,0,1
Gefitinib,Ampicillin,0,1
Gefitinib,Betaine,0,1
Gefitinib,BETANIN,0,0.9105
Gefitinib,Brilliant_blue_G,1,0.1185
Gefitinib,Caffeic acid,1,0.1025
Gefitinib,Capecitabine,0,1
Gefitinib,Carmin,0,1
Gefitinib,Chlorogenic acid,0,1
Gefitinib,Citric_acid,1,0.6906
Gefitinib,Congo_red,1,0.1331
Gefitinib,D_glucose,0,1
Gefitinib,D(-)-Tartaric acid,1,0.6201
Gefitinib,Dopamine hydrochloride,0,1
Gefitinib,EGCG,1,0.1365
Gefitinib,Evans_Blue,1,0.05779
Gefitinib,Gallic_acid,1,0.03884
Gefitinib,Glutathione,0,1
Gefitinib,Glycerol,0,1
Gefitinib,Glycyrrhizic_acid,0,1
Gefitinib,L_Ascorbic_acid,1,0.377
Gefitinib,L_Leucine,0,0.8067
Gefitinib,Lamivudine,0,1
Gefitinib,Meglumine,0,1
Gefitinib,Metformin hydrochloride,0,1
Gefitinib,Methylene_Blue_trihydrate,1,0.03835
Gefitinib,Naproxen_sodium,0,1
Gefitinib,Nicotinic_acid,1,0.2474
Gefitinib,Potassium_sorbate,0,1
Gefitinib,Procyanidin,0,1
Gefitinib,SAFFLOWER YELLOW,0,1
Gefitinib,Salidroside,0,1
Gefitinib,Sorbitol,0,1
Gefitinib,Sucrose,0,1
Gefitinib,Tannic_acid,1,0.2329
Gefitinib,Tartrazine,0,1
Gefitinib,Taurine,0,1
Gefitinib,Triethyl_citrate,0,1
Gefitinib,Vanillin,0,1
Gefitinib,Xylitol,0,1
Genistein,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Genistein,Alizarin_Red_S,0,1
Genistein,Allura Red AC,0,1
Genistein,Ampicillin,0,1
Genistein,Betaine,0,1
Genistein,BETANIN,0,1
Genistein,Brilliant_blue_G,1,0.451913641
Genistein,Caffeic acid,0,1
Genistein,Capecitabine,0,1
Genistein,Carmin,0,0.973797841
Genistein,Chlorogenic acid,0,1
Genistein,Citric_acid,0,1
Genistein,Congo_red,0,1
Genistein,D_glucose,0,1
Genistein,D(-)-Tartaric acid,0,1
Genistein,Dopamine hydrochloride,0,1
Genistein,EGCG,0,1
Genistein,Evans_Blue,0,1
Genistein,Gallic_acid,0,1
Genistein,Glutathione,0,1
Genistein,Glycerol,0,1
Genistein,Glycyrrhizic_acid,0,0.835525025
Genistein,L_Ascorbic_acid,0,1
Genistein,L_Leucine,0,1
Genistein,Lamivudine,0,1
Genistein,Meglumine,0,0.827576055
Genistein,Metformin hydrochloride,0,1
Genistein,Methylene_Blue_trihydrate,0,1
Genistein,Naproxen_sodium,0,1
Genistein,Nicotinic_acid,0,1
Genistein,Potassium_sorbate,0,1
Genistein,Procyanidin,0,1
Genistein,SAFFLOWER YELLOW,0,1
Genistein,Salidroside,0,1
Genistein,Sorbitol,0,1
Genistein,Sucrose,0,1
Genistein,Tannic_acid,0,1
Genistein,Tartrazine,0,1
Genistein,Taurine,0,1
Genistein,Triethyl_citrate,0,1
Genistein,Vanillin,0,1
Genistein,Xylitol,0,1
Ibuprofen,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,1,0.482879106
Ibuprofen,Alizarin_Red_S,0,1
Ibuprofen,Allura Red AC,0,1
Ibuprofen,Ampicillin,0,1
Ibuprofen,Betaine,1,0.148986723
Ibuprofen,BETANIN,0,1
Ibuprofen,Brilliant_blue_G,1,0.138923829
Ibuprofen,Caffeic acid,1,0.487910552
Ibuprofen,Capecitabine,1,0.3453529
Ibuprofen,Carmin,1,0.733193571
Ibuprofen,Chlorogenic acid,1,0.659678546
Ibuprofen,Citric_acid,0,1
Ibuprofen,Congo_red,1,0.159049616
Ibuprofen,D_glucose,1,0.214814815
Ibuprofen,D(-)-Tartaric acid,1,0.460517121
Ibuprofen,Dopamine hydrochloride,0,1
Ibuprofen,EGCG,0,1
Ibuprofen,Evans_Blue,1,0.492243187
Ibuprofen,Gallic_acid,1,0.587561146
Ibuprofen,Glutathione,1,0.379454927
Ibuprofen,Glycerol,1,0.677987421
Ibuprofen,Glycyrrhizic_acid,0,1
Ibuprofen,L_Ascorbic_acid,1,0.379874214
Ibuprofen,L_Leucine,1,0.320754717
Ibuprofen,Lamivudine,0,1
Ibuprofen,Meglumine,1,0.027127883
Ibuprofen,Metformin hydrochloride,1,0.69475891
Ibuprofen,Methylene_Blue_trihydrate,1,0.323689727
Ibuprofen,Naproxen_sodium,0,1
Ibuprofen,Nicotinic_acid,1,0.034842767
Ibuprofen,Potassium_sorbate,0,1
Ibuprofen,Procyanidin,0,0.917400419
Ibuprofen,SAFFLOWER YELLOW,1,0.376519916
Ibuprofen,Salidroside,0,1
Ibuprofen,Sorbitol,0,1
Ibuprofen,Sucrose,1,0.120628931
Ibuprofen,Tannic_acid,1,0.744933613
Ibuprofen,Tartrazine,1,0.582110412
Ibuprofen,Taurine,1,0.68665269
Ibuprofen,Triethyl_citrate,1,0.674633124
Ibuprofen,Vanillin,1,0.541160028
Ibuprofen,Xylitol,1,0.623899371
Indomethacin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Indomethacin,Alizarin_Red_S,1,0.156624075
Indomethacin,Allura Red AC,0,1
Indomethacin,Ampicillin,0,1
Indomethacin,Betaine,1,0.178883658
Indomethacin,BETANIN,1,0.375857431
Indomethacin,Brilliant_blue_G,1,0.058386012
Indomethacin,Caffeic acid,0,1
Indomethacin,Capecitabine,0,1
Indomethacin,Carmin,0,1
Indomethacin,Chlorogenic acid,0,1
Indomethacin,Citric_acid,0,1
Indomethacin,Congo_red,1,0.087020847
Indomethacin,D_glucose,1,0.086953598
Indomethacin,D(-)-Tartaric acid,0,1
Indomethacin,Dopamine hydrochloride,0,1
Indomethacin,EGCG,1,0.075521184
Indomethacin,Evans_Blue,1,0.041237391
Indomethacin,Gallic_acid,1,0.085205111
Indomethacin,Glutathione,0,1
Indomethacin,Glycerol,0,1
Indomethacin,Glycyrrhizic_acid,1,0.087558843
Indomethacin,L_Ascorbic_acid,1,0.096234028
Indomethacin,L_Leucine,1,0.14129119
Indomethacin,Lamivudine,0,1
Indomethacin,Meglumine,1,0.103295225
Indomethacin,Metformin hydrochloride,0,1
Indomethacin,Methylene_Blue_trihydrate,1,0.635171486
Indomethacin,Naproxen_sodium,0,1
Indomethacin,Nicotinic_acid,1,0.083120377
Indomethacin,Potassium_sorbate,0,1
Indomethacin,Procyanidin,1,0.175386685
Indomethacin,SAFFLOWER YELLOW,0,1
Indomethacin,Salidroside,1,0.099865501
Indomethacin,Sorbitol,1,0.293140551
Indomethacin,Sucrose,0,1
Indomethacin,Tannic_acid,1,0.261667787
Indomethacin,Tartrazine,1,0.356556826
Indomethacin,Taurine,0,1
Indomethacin,Triethyl_citrate,0,1
Indomethacin,Vanillin,0,1
Indomethacin,Xylitol,1,0.561129792
Lauric_acid,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Lauric_acid,Alizarin_Red_S,0,1
Lauric_acid,Allura Red AC,0,1
Lauric_acid,Ampicillin,0,1
Lauric_acid,Betaine,0,1
Lauric_acid,BETANIN,0,1
Lauric_acid,Brilliant_blue_G,1,0.229505882
Lauric_acid,Caffeic acid,0,1
Lauric_acid,Capecitabine,0,1
Lauric_acid,Carmin,0,1
Lauric_acid,Chlorogenic acid,0,1
Lauric_acid,Citric_acid,0,1
Lauric_acid,Congo_red,0,1
Lauric_acid,D_glucose,0,1
Lauric_acid,D(-)-Tartaric acid,0,1
Lauric_acid,Dopamine hydrochloride,0,1
Lauric_acid,EGCG,0,1
Lauric_acid,Evans_Blue,0,1
Lauric_acid,Gallic_acid,0,1
Lauric_acid,Glutathione,0,1
Lauric_acid,Glycerol,0,1
Lauric_acid,Glycyrrhizic_acid,0,1
Lauric_acid,L_Ascorbic_acid,0,1
Lauric_acid,L_Leucine,0,1
Lauric_acid,Lamivudine,0,1
Lauric_acid,Meglumine,1,0.153270588
Lauric_acid,Metformin hydrochloride,0,1
Lauric_acid,Methylene_Blue_trihydrate,0,1
Lauric_acid,Naproxen_sodium,0,1
Lauric_acid,Nicotinic_acid,0,1
Lauric_acid,Potassium_sorbate,0,1
Lauric_acid,Procyanidin,0,1
Lauric_acid,SAFFLOWER YELLOW,0,1
Lauric_acid,Salidroside,0,1
Lauric_acid,Sorbitol,0,1
Lauric_acid,Sucrose,0,1
Lauric_acid,Tannic_acid,0,1
Lauric_acid,Tartrazine,0,1
Lauric_acid,Taurine,0,1
Lauric_acid,Triethyl_citrate,0,1
Lauric_acid,Vanillin,0,1
Lauric_acid,Xylitol,0,1
Loratadine,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Loratadine,Alizarin_Red_S,1,0.560873786
Loratadine,Allura Red AC,0,1
Loratadine,Ampicillin,0,1
Loratadine,Betaine,1,0.678640777
Loratadine,BETANIN,0,1
Loratadine,Brilliant_blue_G,1,0.127378641
Loratadine,Caffeic acid,1,0.216893204
Loratadine,Capecitabine,0,1
Loratadine,Carmin,0,1
Loratadine,Chlorogenic acid,1,0.433009709
Loratadine,Citric_acid,1,0.430679612
Loratadine,Congo_red,1,0.615825243
Loratadine,D_glucose,0,1
Loratadine,D(-)-Tartaric acid,0,1
Loratadine,Dopamine hydrochloride,1,0.73592233
Loratadine,EGCG,0,1
Loratadine,Evans_Blue,1,0.663203883
Loratadine,Gallic_acid,1,0.390194175
Loratadine,Glutathione,1,0.229320388
Loratadine,Glycerol,0,1
Loratadine,Glycyrrhizic_acid,1,0.106796117
Loratadine,L_Ascorbic_acid,1,0.552912621
Loratadine,L_Leucine,0,1
Loratadine,Lamivudine,0,1
Loratadine,Meglumine,0,0.907378641
Loratadine,Metformin hydrochloride,0,1
Loratadine,Methylene_Blue_trihydrate,0,1
Loratadine,Naproxen_sodium,0,0.881650485
Loratadine,Nicotinic_acid,1,0.419805825
Loratadine,Potassium_sorbate,0,0.790776699
Loratadine,Procyanidin,1,0.154563107
Loratadine,SAFFLOWER YELLOW,1,0.270970874
Loratadine,Salidroside,0,1
Loratadine,Sorbitol,0,1
Loratadine,Sucrose,0,1
Loratadine,Tannic_acid,1,0.172718447
Loratadine,Tartrazine,0,0.868252427
Loratadine,Taurine,0,1
Loratadine,Triethyl_citrate,0,1
Loratadine,Vanillin,1,0.580970874
Loratadine,Xylitol,0,1
Luteolin,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Luteolin,Alizarin_Red_S,0,1
Luteolin,Allura Red AC,0,1
Luteolin,Ampicillin,0,1
Luteolin,Betaine,0,1
Luteolin,BETANIN,0,1
Luteolin,Brilliant_blue_G,1,0.069554966
Luteolin,Caffeic acid,0,1
Luteolin,Capecitabine,0,1
Luteolin,Carmin,0,1
Luteolin,Chlorogenic acid,0,1
Luteolin,Citric_acid,0,1
Luteolin,Congo_red,1,0.075184203
Luteolin,D_glucose,0,1
Luteolin,D(-)-Tartaric acid,0,1
Luteolin,Dopamine hydrochloride,0,1
Luteolin,EGCG,0,1
Luteolin,Evans_Blue,0,1
Luteolin,Gallic_acid,0,1
Luteolin,Glutathione,0,1
Luteolin,Glycerol,0,1
Luteolin,Glycyrrhizic_acid,1,0.060094312
Luteolin,L_Ascorbic_acid,0,1
Luteolin,L_Leucine,0,1
Luteolin,Lamivudine,0,1
Luteolin,Meglumine,0,1
Luteolin,Metformin hydrochloride,0,1
Luteolin,Methylene_Blue_trihydrate,0,1
Luteolin,Naproxen_sodium,0,1
Luteolin,Nicotinic_acid,0,1
Luteolin,Potassium_sorbate,0,1
Luteolin,Procyanidin,0,1
Luteolin,SAFFLOWER YELLOW,0,1
Luteolin,Salidroside,0,1
Luteolin,Sorbitol,0,1
Luteolin,Sucrose,0,1
Luteolin,Tannic_acid,1,0.024998526
Luteolin,Tartrazine,0,1
Luteolin,Taurine,0,1
Luteolin,Triethyl_citrate,0,1
Luteolin,Vanillin,0,1
Luteolin,Xylitol,0,1
Meloxicam,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Meloxicam,Alizarin_Red_S,0,1
Meloxicam,Allura Red AC,0,1
Meloxicam,Ampicillin,0,1
Meloxicam,Betaine,0,1
Meloxicam,BETANIN,1,0.466326034
Meloxicam,Brilliant_blue_G,1,0.054549878
Meloxicam,Caffeic acid,0,1
Meloxicam,Capecitabine,1,0.371435523
Meloxicam,Carmin,0,1
Meloxicam,Chlorogenic acid,0,1
Meloxicam,Citric_acid,0,1
Meloxicam,Congo_red,1,0.263163017
Meloxicam,D_glucose,1,0.282627737
Meloxicam,D(-)-Tartaric acid,0,1
Meloxicam,Dopamine hydrochloride,0,1
Meloxicam,EGCG,0,1
Meloxicam,Evans_Blue,1,0.201508516
Meloxicam,Gallic_acid,0,1
Meloxicam,Glutathione,0,1
Meloxicam,Glycerol,0,1
Meloxicam,Glycyrrhizic_acid,1,0.042754258
Meloxicam,L_Ascorbic_acid,0,1
Meloxicam,L_Leucine,1,0.288807786
Meloxicam,Lamivudine,0,1
Meloxicam,Meglumine,0,1
Meloxicam,Metformin hydrochloride,0,1
Meloxicam,Methylene_Blue_trihydrate,0,1
Meloxicam,Naproxen_sodium,0,1
Meloxicam,Nicotinic_acid,0,1
Meloxicam,Potassium_sorbate,0,1
Meloxicam,Procyanidin,1,0.087007299
Meloxicam,SAFFLOWER YELLOW,0,1
Meloxicam,Salidroside,1,0.44486618
Meloxicam,Sorbitol,0,1
Meloxicam,Sucrose,0,1
Meloxicam,Tannic_acid,1,0.359854015
Meloxicam,Tartrazine,0,1
Meloxicam,Taurine,0,1
Meloxicam,Triethyl_citrate,0,1
Meloxicam,Vanillin,1,0.465206813
Meloxicam,Xylitol,0,1
Nevirapine,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,1,0.245906433
Nevirapine,Alizarin_Red_S,0,1
Nevirapine,Allura Red AC,1,0.52251462
Nevirapine,Ampicillin,0,0.905945419
Nevirapine,Betaine,1,0.1417154
Nevirapine,BETANIN,1,0.174658869
Nevirapine,Brilliant_blue_G,1,0.312183236
Nevirapine,Caffeic acid,0,1
Nevirapine,Capecitabine,0,1
Nevirapine,Carmin,1,0.696101365
Nevirapine,Chlorogenic acid,0,1
Nevirapine,Citric_acid,0,1
Nevirapine,Congo_red,1,0.686842105
Nevirapine,D_glucose,1,0.184990253
Nevirapine,D(-)-Tartaric acid,0,1
Nevirapine,Dopamine hydrochloride,0,1
Nevirapine,EGCG,1,0.261013645
Nevirapine,Evans_Blue,1,0.525243665
Nevirapine,Gallic_acid,1,0.35662768
Nevirapine,Glutathione,0,0.752729045
Nevirapine,Glycerol,1,0.563255361
Nevirapine,Glycyrrhizic_acid,0,1
Nevirapine,L_Ascorbic_acid,1,0.446393762
Nevirapine,L_Leucine,1,0.253216374
Nevirapine,Lamivudine,0,1
Nevirapine,Meglumine,0,1
Nevirapine,Metformin hydrochloride,0,0.766374269
Nevirapine,Naproxen_sodium,0,0.780214425
Nevirapine,Nicotinic_acid,1,0.146101365
Nevirapine,Potassium_sorbate,0,1
Nevirapine,Procyanidin,0,1
Nevirapine,SAFFLOWER YELLOW,0,1
Nevirapine,Salidroside,0,1
Nevirapine,Sorbitol,1,0.664522417
Nevirapine,Sucrose,0,0.933040936
Nevirapine,Tartrazine,0,0.966276803
Nevirapine,Taurine,1,0.408966862
Nevirapine,Triethyl_citrate,1,0.731773879
Nevirapine,Vanillin,1,0.53625731
Nevirapine,Xylitol,0,0.849220273
Omeprazole,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,1,0.223565966
Omeprazole,Alizarin_Red_S,1,0.153537285
Omeprazole,Allura Red AC,1,0.070602294
Omeprazole,Ampicillin,1,0.252724665
Omeprazole,Betaine,1,0.310516252
Omeprazole,BETANIN,1,0.176338432
Omeprazole,Brilliant_blue_G,1,0.082409178
Omeprazole,Caffeic acid,1,0.073852772
Omeprazole,Capecitabine,1,0.101099426
Omeprazole,Carmin,1,0.080688337
Omeprazole,Chlorogenic acid,1,0.291013384
Omeprazole,Citric_acid,1,0.4666826
Omeprazole,Congo_red,1,0.235946463
Omeprazole,D_glucose,1,0.070172084
Omeprazole,D(-)-Tartaric acid,0,1
Omeprazole,Dopamine hydrochloride,1,0.139101338
Omeprazole,EGCG,1,0.092877629
Omeprazole,Evans_Blue,0,1
Omeprazole,Gallic_acid,1,0.095697897
Omeprazole,Glutathione,1,0.211520076
Omeprazole,Glycerol,1,0.097944551
Omeprazole,Glycyrrhizic_acid,1,0.080162524
Omeprazole,L_Ascorbic_acid,1,0.0708413
Omeprazole,L_Leucine,1,0.26457935
Omeprazole,Lamivudine,1,0.162810707
Omeprazole,Meglumine,1,0.419646272
Omeprazole,Metformin hydrochloride,1,0.186567878
Omeprazole,Methylene_Blue_trihydrate,1,0.144407266
Omeprazole,Naproxen_sodium,1,0.23293499
Omeprazole,Nicotinic_acid,0,1
Omeprazole,Potassium_sorbate,1,0.257982792
Omeprazole,Procyanidin,1,0.278776291
Omeprazole,SAFFLOWER YELLOW,1,0.054827916
Omeprazole,Salidroside,1,0.075239006
Omeprazole,Sorbitol,1,0.187428298
Omeprazole,Sucrose,1,0.19206501
Omeprazole,Tannic_acid,1,0.093021033
Omeprazole,Tartrazine,1,0.137954111
Omeprazole,Taurine,1,0.20540153
Omeprazole,Triethyl_citrate,1,0.233652008
Omeprazole,Vanillin,1,0.25874761
Omeprazole,Xylitol,1,0.14498088
Probucol,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Probucol,Alizarin_Red_S,0,0.946952071
Probucol,Allura Red AC,0,1
Probucol,Ampicillin,0,1
Probucol,Betaine,0,1
Probucol,BETANIN,0,1
Probucol,Brilliant_blue_G,0,0.899488134
Probucol,Caffeic acid,0,1
Probucol,Capecitabine,0,1
Probucol,Carmin,0,1
Probucol,Chlorogenic acid,0,1
Probucol,Citric_acid,0,1
Probucol,Congo_red,0,0.865984179
Probucol,D_glucose,0,1
Probucol,D(-)-Tartaric acid,0,1
Probucol,Dopamine hydrochloride,0,1
Probucol,EGCG,0,1
Probucol,Evans_Blue,0,1
Probucol,Gallic_acid,0,1
Probucol,Glutathione,0,1
Probucol,Glycerol,0,1
Probucol,Glycyrrhizic_acid,0,0.949278734
Probucol,L_Ascorbic_acid,0,1
Probucol,L_Leucine,0,1
Probucol,Lamivudine,0,1
Probucol,Meglumine,0,1
Probucol,Metformin hydrochloride,0,1
Probucol,Methylene_Blue_trihydrate,0,1
Probucol,Naproxen_sodium,0,0.805490926
Probucol,Nicotinic_acid,0,1
Probucol,Potassium_sorbate,0,1
Probucol,Procyanidin,0,1
Probucol,SAFFLOWER YELLOW,0,1
Probucol,Salidroside,0,1
Probucol,Sorbitol,0,1
Probucol,Sucrose,0,1
Probucol,Tannic_acid,0,1
Probucol,Tartrazine,0,1
Probucol,Taurine,0,1
Probucol,Triethyl_citrate,0,1
Probucol,Vanillin,0,1
Probucol,Xylitol,0,1
Piroxicam,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Piroxicam,Alizarin_Red_S,0,1
Piroxicam,Allura Red AC,1,0.266410408
Piroxicam,Ampicillin,1,0.520756949
Piroxicam,Betaine,1,0.464340627
Piroxicam,BETANIN,1,0.348551153
Piroxicam,Brilliant_blue_G,1,0.282022472
Piroxicam,Caffeic acid,1,0.352454169
Piroxicam,Capecitabine,1,0.527025429
Piroxicam,Carmin,1,0.474985216
Piroxicam,Chlorogenic acid,0,1
Piroxicam,Citric_acid,0,1
Piroxicam,Congo_red,0,1
Piroxicam,D_glucose,1,0.194677705
Piroxicam,D(-)-Tartaric acid,0,1
Piroxicam,Dopamine hydrochloride,1,0.344470727
Piroxicam,EGCG,1,0.115612064
Piroxicam,Evans_Blue,1,0.149793022
Piroxicam,Gallic_acid,1,0.138261384
Piroxicam,Glutathione,1,0.493790656
